tweet_id,text,created_at,lang,user_id_hashed,retweet_count,like_count,comment_count,is_reply,reply_to_id,is_retweet,is_quote,urls,hashtags,mentions,media,text_cleaned,text_length,word_count,urls_count,hashtags_count,mentions_count,media_count,date,hour,day_of_week,total_engagement,neg_score,neu_score,pos_score,compound_score,sentiment,sentiment_strength
1686059150491738113,"Just Announced! ✨ @DarksideDarci Escape Cycle Live - Saturday November 11, 2023 @FoxCabaret #Vancouver Tickets on sale Thursday at 10am!",2023-07-31 17:00:00,en,557066e0eabe336c,0,5,0,False,,True,False,[],"[""#Vancouver""]",[],"[{""type"": ""image"", ""url"": ""https://nitter.net/pic/media%2FF2VdwVsbIAAzlQo.jpg%3Fname%3Dsmall%26format%3Dwebp"", ""alt"": """"}]","just announced! escape cycle live - saturday november 11, 2023 vancouver tickets on sale thursday at 10am!",106,17,0,1,0,1,2023-07-31,17,Monday,5,0.0,0.868,0.132,0.3147,positive,moderate
1686059152051990528,"NEW POPSCENE SHOW JUST ANNOUNCED 🚨

DARCI 🇨🇦
Thursday, 10/19
@BrickMortarSF 
8pm/all ages

@DarksideDarci 

TIX ON SALE THIS FRIDAY, 8/4 AT 10AM! 🎟️⬇️

eventbrite.com/e/67554228415…",2023-07-31 17:00:00,en,557066e0eabe336c,0,4,0,False,,True,False,"[""https://www.eventbrite.com/e/675542284157?aff=oddtdtcreator""]",[],[],"[{""type"": ""image"", ""url"": ""https://nitter.net/pic/media%2FF2XuqOTW4AAVwW0.jpg%3Fname%3Dsmall%26format%3Dwebp"", ""alt"": """"}]","new popscene show just announced darci thursday, 1019 8pmall ages tix on sale this friday, 84 at 10am! eventbrite.come67554228415...",132,19,1,0,0,1,2023-07-31,17,Monday,4,0.0,1.0,0.0,0.0,neutral,neutral
1685820440789635072,Announcement tomorrow 👻,2023-07-31 01:11:00,en,557066e0eabe336c,1,46,0,False,,False,False,[],[],[],[],announcement tomorrow,21,2,0,0,0,0,2023-07-31,1,Monday,47,0.0,1.0,0.0,0.0,neutral,neutral
1685651710159572993,"🔊 @DarksideDarci - Run Away ( + reverb + lyrics)
🔗 piped.video/watch?v=bA_TM-_1…",2023-07-30 14:01:00,en,557066e0eabe336c,0,10,0,False,,True,False,"[""https://piped.video/watch?v=bA_TM-_1SJo""]",[],[],[],- run away reverb lyrics piped.videowatch?vbatm-1...,52,6,1,0,0,0,2023-07-30,14,Sunday,10,0.0,1.0,0.0,0.0,neutral,neutral
1685319521253339137,"we got everything we like, but we never got closure.

🔊 @DarksideDarci - Run Away (Lyrics)
🔗 piped.video/watch?v=wqP7b3n1…",2023-07-29 16:01:00,en,557066e0eabe336c,0,6,0,False,,True,False,"[""https://piped.video/watch?v=wqP7b3n1Oww""]",[],[],[],"we got everything we like, but we never got closure. - run away lyrics piped.videowatch?vwqp7b3n1...",100,15,1,0,0,0,2023-07-29,16,Saturday,6,0.0,0.881,0.119,0.1901,positive,weak
1685062024966139904,"Full visuals here 🎥
piped.video/watch?v=wz3UeFkX…",2023-07-28 22:57:00,en,557066e0eabe336c,0,3,0,False,,False,False,"[""https://piped.video/watch?v=wz3UeFkXNMs&feature=sharea""]",[],[],[],full visuals here piped.videowatch?vwz3uefkx...,47,4,1,0,0,0,2023-07-28,22,Friday,3,0.0,1.0,0.0,0.0,neutral,neutral
1685061521242779648,'Run Away' out now everywhere!! Oh and album + tour news v soon 🖤 cheers stem.ffm.to/darcirunaway,2023-07-28 22:55:00,en,557066e0eabe336c,1,21,1,False,,False,False,"[""https://stem.ffm.to/darcirunaway""]",[],[],[],'run away' out now everywhere!! oh and album tour news v soon cheers stem.ffm.todarcirunaway,92,14,1,0,0,0,2023-07-28,22,Friday,23,0.0,0.765,0.235,0.5696,positive,moderate
1684638712532291584,‘Run Away’ up early on SC🖤how we feeling? Drops everywhere else tonight 12am est / 9PM pacific!! fanlink.to/runawaySC,2023-07-27 18:55:00,en,557066e0eabe336c,6,39,2,False,,False,False,"[""https://fanlink.to/runawaySC""]",[],[],[],run away up early on schow we feeling? drops everywhere else tonight 12am est 9pm pacific!! fanlink.torunawaysc,111,17,1,0,0,0,2023-07-27,18,Thursday,47,0.0,0.885,0.115,0.2695,positive,weak
1682075248781565955,Denver support announced!! Stoked to have @shockfacejosh & my guy @rance_riley 🖤 tickets: fanlink.to/DarciDenverTicket…,2023-07-20 17:09:00,en,557066e0eabe336c,1,14,0,False,,False,False,"[""https://fanlink.to/DarciDenverTickets""]",[],[],[],denver support announced!! stoked to have my guy tickets fanlink.todarcidenverticket...,87,10,1,0,0,0,2023-07-20,17,Thursday,15,0.0,0.733,0.267,0.508,positive,moderate
1681343831361585152,Last single before the album 👻 ‘Run Away’ next Friday!! S/O my love @LizziBlakecam for helping out w/ the cover ❤️ pre-save: stem.ffm.to/darcirunaway,2023-07-18 16:43:00,en,557066e0eabe336c,13,255,1,False,,False,False,"[""https://stem.ffm.to/darcirunaway""]",[],[],"[{""type"": ""image"", ""url"": ""https://nitter.net/pic/media%2FF1VVFXvakAEEC3u.jpg%3Fname%3Dsmall%26format%3Dwebp"", ""alt"": """"}]",last single before the album run away next friday!! so my love for helping out w the cover pre-save stem.ffm.todarcirunaway,123,20,1,0,0,1,2023-07-18,16,Tuesday,269,0.0,0.701,0.299,0.8054,positive,strong
